,Unnamed: 0,Unnamed: 0.1,id,team_id,team_name,home_team,visiting_team,type,time,result,foul,yellow_card,red_card,possession,shot,pass,pass_rate,most,score,create_time,update_time,year,home_rank,visiting_rank
1914,1914,1914,2034,27,巴拿马,巴拿马,厄瓜多尔,国际友谊,2015/6/4 09:35:00,1-1,0,0,1,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:00,2018/3/9 11:27:00,2015,64,13
1915,1915,1915,2035,27,巴拿马,巴拿马,哥斯达黎加,国际友谊,2015/4/1 09:00:00,2-1,0,3,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:00,2018/3/9 11:27:00,2015,64,37
1916,1916,1916,2036,27,巴拿马,特立尼达和多巴哥,巴拿马,国际友谊,2015/3/28 07:00:00,0-1,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:00,2018/3/9 11:27:00,2015,49,64
1917,1917,1917,2037,27,巴拿马,美国,巴拿马,国际友谊,2015/2/9 05:00:00,2-0,0,2,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:00,2018/3/9 11:27:00,2015,32,64
1918,1918,1918,2038,27,巴拿马,巴拿马,加拿大,国际友谊,2014/11/19 09:05:00,0-0,0,3,1,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,57,112
1919,1919,1919,2039,27,巴拿马,萨尔瓦多,巴拿马,国际友谊,2014/11/15 09:05:00,1-3,0,2,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,0,57
1920,1920,1920,2040,27,巴拿马,墨西哥,巴拿马,国际友谊,2014/10/13 05:00:00,1-0,0,3,0,0.0,0(0),0(0),0.0,0,1,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,20,57
1921,1921,1921,2041,27,巴拿马,萨尔瓦多,巴拿马,中美杯,2014/9/14 09:00:00,0-1,0,3,1,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,0,57
1922,1922,1922,2042,27,巴拿马,巴拿马,尼加拉瓜,中美杯,2014/9/11 06:05:00,2-0,0,3,0,0.0,0(0),0(0),0.0,0,12,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,57,173
1923,1923,1923,2043,27,巴拿马,哥斯达黎加,巴拿马,中美杯,2014/9/8 05:00:00,2-2,0,1,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,16,57
1924,1924,1924,2044,27,巴拿马,秘鲁,巴拿马,球会友谊,2014/8/7 09:00:00,3-0,0,1,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,53,57
1925,1925,1925,2045,27,巴拿马,巴西,巴拿马,国际友谊,2014/6/4 03:00:00,4-0,12,3,0,0.38,5(3),0(0),0.0,0,2,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,6,57
1926,1926,1926,2046,27,巴拿马,巴拿马,塞尔维亚,国际友谊,2014/6/1 08:00:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:00,2018/3/9 11:27:00,2014,57,38
1927,1927,1927,2047,27,巴拿马,巴拿马,美国,北美预选,2013/10/16 09:30:00,2-3,13,1,1,0.37,10(6),0(0),0.0,0,2,2018/3/9 11:27:00,2018/3/9 11:27:00,2013,38,14
1928,1928,1928,2048,27,巴拿马,墨西哥,巴拿马,北美预选,2013/10/12 09:30:00,2-1,14,1,0,0.41,7(1),0(0),0.0,0,5,2018/3/9 11:27:00,2018/3/9 11:27:00,2013,21,38
1929,1929,1929,2049,27,巴拿马,洪都拉斯,巴拿马,北美预选,2013/9/11 09:00:00,2-2,10,4,0,0.47,12(4),0(0),0.0,0,6,2018/3/9 11:27:00,2018/3/9 11:27:00,2013,42,38
1930,1930,1930,2050,27,巴拿马,巴拿马,西班牙,球会友谊,2012/11/15 05:30:00,1-5,8,0,1,0.6,13(5),0(0),0.0,0,8,2018/3/9 11:27:00,2018/3/9 11:27:00,2012,51,1
1931,1931,1931,2051,27,巴拿马,葡萄牙,巴拿马,球会友谊,2012/8/16 04:00:00,2-0,11,1,1,0.42,6(1),0(0),0.0,0,5,2018/3/9 11:27:00,2018/3/9 11:27:00,2012,7,51
1932,1932,1932,2052,28,突尼斯,突尼斯,利比亚,非洲预选,2017/11/12 01:30:00,0-0,9,1,0,0.69,16(4),0(0),0.0,0,9,2018/3/9 11:27:37,2018/3/9 11:27:37,2017,27,88
1933,1933,1933,2053,28,突尼斯,几内亚,突尼斯,非洲预选,2017/10/8 01:00:00,1-4,13,1,0,0.44,16(7),0(0),0.0,0,1,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,0,27
1934,1934,1934,2054,28,突尼斯,刚果民主共和国,突尼斯,非洲预选,2017/9/6 01:30:00,2-2,18,1,0,0.54,15(4),0(0),0.0,0,6,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,0,27
1935,1935,1935,2055,28,突尼斯,突尼斯,刚果民主共和国,非洲预选,2017/9/2 04:00:00,2-1,30,3,0,0.6,14(4),0(0),0.0,0,4,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,27,0
1936,1936,1936,2056,28,突尼斯,突尼斯,埃及,非洲杯,2017/6/12 06:00:00,1-0,0,2,0,0.61,15(8),0(0),0.0,0,8,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,27,31
1937,1937,1937,2057,28,突尼斯,摩洛哥,突尼斯,国际友谊,2017/3/29 02:00:00,1-0,0,4,0,0.46,5(2),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,40,27
1938,1938,1938,2058,28,突尼斯,突尼斯,喀麦隆,国际友谊,2017/3/25 02:00:00,0-1,0,0,0,0.56,13(3),0(0),0.0,0,3,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,27,0
1939,1939,1939,2059,28,突尼斯,布基纳法索,突尼斯,非洲杯,2017/1/28 23:59:00,2-0,18,3,0,0.5,10(4),0(0),0.0,0,8,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,0,27
1940,1940,1940,2060,28,突尼斯,津巴布韦,突尼斯,非洲杯,2017/1/24 03:00:00,2-4,28,2,0,0.52,14(9),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,103,27
1941,1941,1941,2061,28,突尼斯,阿尔及利亚,突尼斯,非洲杯,2017/1/19 23:59:00,1-2,18,1,0,0.52,11(4),0(0),0.0,0,4,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,58,27
1942,1942,1942,2062,28,突尼斯,突尼斯,塞内加尔,非洲杯,2017/1/16 03:00:00,0-2,14,1,0,0.55,24(8),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,27,23
1943,1943,1943,2063,28,突尼斯,埃及,突尼斯,国际友谊,2017/1/8 23:59:00,1-0,0,1,0,0.56,4(1),0(0),0.0,0,6,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,31,27
1944,1944,1944,2064,28,突尼斯,突尼斯,乌干达,国际友谊,2017/1/4 21:35:00,2-0,0,3,0,0.52,9(3),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2017,27,75
1945,1945,1945,2065,28,突尼斯,巴斯克,突尼斯,国际友谊,2016/12/31 03:30:00,3-1,0,1,0,0.42,10(5),0(0),0.0,0,3,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,0,35
1946,1946,1946,2066,28,突尼斯,加太罗尼亚,突尼斯,国际友谊,2016/12/29 01:45:00,3-3,0,1,0,0.0,10(7),0(0),0.0,0,10,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,0,35
1947,1947,1947,2067,28,突尼斯,突尼斯,毛里塔尼亚,国际友谊,2016/11/15 22:00:00,0-0,0,1,1,0.66,9(0),0(0),0.0,0,4,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,0
1948,1948,1948,2068,28,突尼斯,利比亚,突尼斯,非洲预选,2016/11/12 03:00:00,0-1,16,3,0,0.6,14(6),0(0),0.0,0,7,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,85,35
1949,1949,1949,2069,28,突尼斯,突尼斯,几内亚,非洲预选,2016/10/10 01:00:00,2-0,21,1,0,0.5,29(8),0(0),0.0,0,7,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,0
1950,1950,1950,2070,28,突尼斯,突尼斯,利比里亚,非洲杯,2016/9/5 01:30:00,4-1,0,2,0,0.63,21(10),0(0),0.0,0,6,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,0
1951,1951,1951,2071,28,突尼斯,吉布提,突尼斯,非洲杯,2016/6/3 20:30:00,0-3,0,1,0,0.0,21(8),0(0),0.0,0,7,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,0,35
1952,1952,1952,2072,28,突尼斯,多哥,突尼斯,非洲杯,2016/3/29 23:00:00,0-0,0,1,0,0.0,8(1),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,0,35
1953,1953,1953,2073,28,突尼斯,突尼斯,多哥,非洲杯,2016/3/26 01:00:00,1-0,0,2,0,0.6,11(4),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,0
1954,1954,1954,2074,28,突尼斯,突尼斯,马里,非国锦标,2016/1/31 21:00:00,1-2,0,3,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,60
1955,1955,1955,2075,28,突尼斯,尼日尔,突尼斯,非国锦标,2016/1/26 22:00:00,0-5,0,0,0,0.0,0(0),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,0,35
1956,1956,1956,2076,28,突尼斯,突尼斯,尼日利亚,非国锦标,2016/1/22 21:00:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,127
1957,1957,1957,2077,28,突尼斯,突尼斯,几内亚,非国锦标,2016/1/18 21:00:00,2-2,0,0,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 11:27:38,2018/3/9 11:27:38,2016,35,0
1958,1958,1958,2078,28,突尼斯,突尼斯,毛里塔尼亚,非洲预选,2015/11/18 01:00:00,2-1,0,2,0,0.0,0(0),0(0),0.0,0,1,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,0
1959,1959,1959,2079,28,突尼斯,突尼斯,摩洛哥,非国锦标,2015/10/26 01:00:00,2-3,0,3,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,75
1960,1960,1960,2080,28,突尼斯,突尼斯,利比亚,非国锦标,2015/10/20 01:00:00,1-0,0,1,1,0.0,0(0),0(0),0.0,0,13,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,81
1961,1961,1961,2081,28,突尼斯,突尼斯,加蓬,国际友谊,2015/10/10 01:00:00,3-3,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,76
1962,1962,1962,2082,28,突尼斯,摩洛哥,突尼斯,非国锦标,2015/6/16 04:00:00,1-1,0,1,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,75,40
1963,1963,1963,2083,28,突尼斯,中国,突尼斯,国际友谊,2015/3/31 19:35:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,84,40
1964,1964,1964,2084,28,突尼斯,日本,突尼斯,麒麟杯,2015/3/27 18:40:00,2-0,0,3,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,53,40
1965,1965,1965,2085,28,突尼斯,赤道几内亚,突尼斯,非洲杯,2015/2/1 03:30:00,1-1,0,4,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,0,40
1966,1966,1966,2086,28,突尼斯,突尼斯,刚果民主共和国,非洲杯,2015/1/27 02:00:00,1-1,0,1,0,0.0,0(0),0(0),0.0,0,8,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,0
1967,1967,1967,2087,28,突尼斯,突尼斯,赞比亚,非洲杯,2015/1/22 23:59:00,2-1,0,0,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,73
1968,1968,1968,2088,28,突尼斯,佛得角,突尼斯,非洲杯,2015/1/19 03:00:00,1-1,0,1,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,39,40
1969,1969,1969,2089,28,突尼斯,突尼斯,阿尔及利亚,国际友谊,2015/1/12 01:00:00,1-1,0,0,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 11:27:38,2018/3/9 11:27:38,2015,40,28
1970,1970,1970,2090,28,突尼斯,突尼斯,埃及,非洲杯,2014/11/20 03:00:00,2-1,0,3,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,22,60
1971,1971,1971,2091,28,突尼斯,博茨瓦纳,突尼斯,非洲杯,2014/11/15 00:30:00,0-0,0,0,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,107,22
1972,1972,1972,2092,28,突尼斯,突尼斯,塞内加尔,非洲杯,2014/10/16 03:15:00,1-0,0,1,0,0.0,0(0),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,22,35
1973,1973,1973,2093,28,突尼斯,塞内加尔,突尼斯,非洲杯,2014/10/11 04:00:00,0-0,0,4,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,35,22
1974,1974,1974,2094,28,突尼斯,埃及,突尼斯,非洲杯,2014/9/11 02:00:00,0-1,0,2,0,0.0,0(0),0(0),0.0,0,10,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,60,22
1975,1975,1975,2095,28,突尼斯,突尼斯,博茨瓦纳,非洲杯,2014/9/7 03:15:00,2-1,0,1,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,22,107
1976,1976,1976,2096,28,突尼斯,比利时,突尼斯,国际友谊,2014/6/8 02:45:00,1-0,3,5,1,0.26,2(1),0(0),0.0,0,3,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,4,22
1977,1977,1977,2097,28,突尼斯,韩国,突尼斯,国际友谊,2014/5/28 19:00:00,0-1,0,4,0,0.0,0(0),0(0),0.0,0,2,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,69,22
1978,1978,1978,2098,28,突尼斯,哥伦比亚,突尼斯,国际友谊,2014/3/6 02:00:00,1-1,0,2,0,0.0,0(0),0(0),0.0,0,5,2018/3/9 11:27:38,2018/3/9 11:27:38,2014,3,22
1979,1979,1979,2099,29,波兰,波兰,墨西哥,国际友谊,2017/11/14 03:45:00,0-1,13,0,0,0.37,9(4),0(0),0.0,0,4,2018/3/9 11:28:05,2018/3/9 11:28:05,2017,7,16
1980,1980,1980,2100,29,波兰,波兰,乌拉圭,国际友谊,2017/11/11 03:45:00,0-0,11,0,0,0.43,9(2),0(0),0.0,0,8,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,7,21
1981,1981,1981,2101,29,波兰,波兰,黑山,欧洲预选,2017/10/8 23:59:00,4-2,8,0,0,0.56,10(5),0(0),0.0,0,5,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,7,46
1982,1982,1982,2102,29,波兰,阿美尼亚,波兰,欧洲预选,2017/10/5 23:59:00,1-6,10,0,0,0.57,11(10),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,90,7
1983,1983,1983,2103,29,波兰,波兰,哈萨克斯坦,欧洲预选,2017/9/5 02:45:00,3-0,7,0,0,0.6,21(6),0(0),0.0,0,10,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,7,137
1984,1984,1984,2104,29,波兰,丹麦,波兰,欧洲预选,2017/9/2 02:45:00,4-0,9,1,0,0.47,10(1),0(0),0.0,0,5,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,12,7
1985,1985,1985,2105,29,波兰,波兰,罗马尼亚,欧洲预选,2017/6/11 02:45:00,3-1,11,0,0,0.58,9(5),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,7,41
1986,1986,1986,2106,29,波兰,黑山,波兰,欧洲预选,2017/3/27 02:45:00,1-2,10,1,0,0.59,7(4),0(0),0.0,0,3,2018/3/9 11:28:06,2018/3/9 11:28:06,2017,46,7
1987,1987,1987,2107,29,波兰,波兰,斯洛文尼亚,国际友谊,2016/11/15 03:45:00,1-1,17,1,0,0.56,12(4),0(0),0.0,0,3,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,51
1988,1988,1988,2108,29,波兰,罗马尼亚,波兰,欧洲预选,2016/11/12 03:45:00,0-3,9,0,0,0.52,16(7),0(0),0.0,0,6,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,39,15
1989,1989,1989,2109,29,波兰,波兰,阿美尼亚,欧洲预选,2016/10/12 02:45:00,2-1,10,2,0,0.72,32(11),0(0),0.0,0,14,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,86
1990,1990,1990,2110,29,波兰,波兰,丹麦,欧洲预选,2016/10/9 02:45:00,3-2,14,1,0,0.38,12(6),0(0),0.0,0,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,46
1991,1991,1991,2111,29,波兰,哈萨克斯坦,波兰,欧洲预选,2016/9/4 23:59:00,2-2,5,4,0,0.61,16(5),0(0),0.0,0,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,98,15
1992,1992,1992,2112,29,波兰,葡萄牙,波兰,欧洲杯,2016/7/1 03:00:00,1-1,16,3,0,0.51,14(5),649(534),0.82,1,1,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,8,15
1993,1993,1993,2113,29,波兰,瑞士,波兰,欧洲杯,2016/6/25 21:00:00,1-1,14,2,0,0.44,19(4),500(405),0.81,1,5,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,11,15
1994,1994,1994,2114,29,波兰,乌克兰,波兰,欧洲杯,2016/6/21 23:59:00,0-1,12,1,0,0.35,9(3),294(195),0.66,1,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,30,15
1995,1995,1995,2115,29,波兰,德国,波兰,欧洲杯,2016/6/17 03:00:00,0-0,9,3,0,0.36,7(0),271(183),0.68,1,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,3,15
1996,1996,1996,2116,29,波兰,波兰,北爱尔兰,欧洲杯,2016/6/12 23:59:00,1-0,11,2,0,0.64,18(4),501(431),0.86,1,8,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,32
1997,1997,1997,2117,29,波兰,波兰,立陶宛,国际友谊,2016/6/6 23:59:00,0-0,10,1,0,0.69,18(1),0(0),0.0,0,10,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,105
1998,1998,1998,2118,29,波兰,波兰,荷兰,国际友谊,2016/6/2 02:45:00,1-2,9,1,0,0.53,13(2),0(0),0.0,0,7,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,22
1999,1999,1999,2119,29,波兰,波兰,芬兰,国际友谊,2016/3/27 00:30:00,5-0,7,1,0,0.6,14(7),0(0),0.0,0,3,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,94
2000,2000,2000,2120,29,波兰,波兰,塞尔维亚,国际友谊,2016/3/24 03:45:00,1-0,17,0,0,0.45,11(4),0(0),0.0,0,1,2018/3/9 11:28:06,2018/3/9 11:28:06,2016,15,44
2001,2001,2001,2121,29,波兰,波兰,捷克,国际友谊,2015/11/18 03:45:00,3-1,0,1,0,0.0,2(2),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,34,26
2002,2002,2002,2122,29,波兰,波兰,冰岛,国际友谊,2015/11/14 03:45:00,4-2,0,1,0,0.0,0(0),0(0),0.0,0,6,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,34,36
2003,2003,2003,2123,29,波兰,波兰,爱尔兰,欧洲杯,2015/10/12 02:45:00,2-1,23,2,0,0.5,14(8),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,34,31
2004,2004,2004,2124,29,波兰,苏格兰,波兰,欧洲杯,2015/10/9 02:45:00,2-2,7,2,0,0.57,15(9),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,52,34
2005,2005,2005,2125,29,波兰,波兰,直布罗陀,欧洲杯,2015/9/8 02:45:00,8-1,3,0,0,0.7,27(21),0(0),0.0,0,11,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,34,0
2006,2006,2006,2126,29,波兰,德国,波兰,欧洲杯,2015/9/5 02:45:00,3-1,12,2,0,0.33,15(11),280(205),0.73,1,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,4,34
2007,2007,2007,2127,29,波兰,波兰,希腊,国际友谊,2015/6/17 02:45:00,0-0,0,0,0,0.0,0(0),0(0),0.0,0,12,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,34,41
2008,2008,2008,2128,29,波兰,波兰,格鲁吉亚,欧洲杯,2015/6/13 23:59:00,4-0,7,0,0,0.64,18(9),0(0),0.0,0,10,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,34,122
2009,2009,2009,2129,29,波兰,爱尔兰,波兰,欧洲杯,2015/3/30 02:45:00,1-1,18,3,0,0.5,7(2),0(0),0.0,0,1,2018/3/9 11:28:06,2018/3/9 11:28:06,2015,31,34
2010,2010,2010,2130,29,波兰,波兰,瑞士,国际友谊,2014/11/19 03:45:00,2-2,0,5,1,0.0,0(0),0(0),0.0,0,6,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,41,12
2011,2011,2011,2131,29,波兰,格鲁吉亚,波兰,欧洲杯,2014/11/15 01:00:00,0-4,0,3,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,125,41
2012,2012,2012,2132,29,波兰,波兰,苏格兰,欧洲杯,2014/10/15 02:45:00,2-2,0,2,0,0.0,0(0),0(0),0.0,0,7,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,41,36
2013,2013,2013,2133,29,波兰,波兰,德国,欧洲杯,2014/10/12 02:45:00,2-0,12,3,0,0.5,7(7),0(0),0.0,0,0,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,41,1
2014,2014,2014,2134,29,波兰,直布罗陀,波兰,欧洲杯,2014/9/8 02:45:00,0-7,8,2,0,0.65,28(21),0(0),0.0,0,9,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,0,41
2015,2015,2015,2135,29,波兰,波兰,立陶宛,国际友谊,2014/6/6 23:30:00,2-1,0,0,0,0.0,0(0),0(0),0.0,0,9,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,41,92
2016,2016,2016,2136,29,波兰,德国,波兰,国际友谊,2014/5/14 02:45:00,0-0,9,0,0,0.32,6(2),0(0),0.0,0,3,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,1,41
2017,2017,2017,2137,29,波兰,波兰,苏格兰,国际友谊,2014/3/6 03:45:00,0-1,15,1,0,0.55,15(4),0(0),0.0,0,6,2018/3/9 11:28:06,2018/3/9 11:28:06,2014,41,36
2018,2018,2018,2138,29,波兰,波兰,爱尔兰,球会友谊,2013/11/20 03:45:00,0-0,0,1,0,0.0,0(0),0(0),0.0,0,3,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,76,67
2019,2019,2019,2139,29,波兰,英格兰,波兰,欧洲预选,2013/10/16 03:00:00,2-0,7,1,0,0.39,9(2),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,13,76
2020,2020,2020,2140,29,波兰,乌克兰,波兰,欧洲预选,2013/10/12 02:00:00,1-0,20,2,0,0.45,13(4),0(0),0.0,0,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,18,76
2021,2021,2021,2141,29,波兰,圣马力诺,波兰,欧洲预选,2013/9/11 02:45:00,1-5,11,1,0,0.49,18(9),0(0),0.0,0,7,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,207,76
2022,2022,2022,2142,29,波兰,波兰,黑山,欧洲预选,2013/9/7 02:45:00,1-1,14,1,0,0.65,15(5),0(0),0.0,0,3,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,76,52
2023,2023,2023,2143,29,波兰,波兰,丹麦,球会友谊,2013/8/15 02:45:00,3-2,0,0,0,0.0,0(0),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,76,25
2024,2024,2024,2144,29,波兰,摩尔多瓦,波兰,欧洲预选,2013/6/8 02:15:00,1-1,15,0,1,0.62,21(5),0(0),0.0,0,6,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,96,76
2025,2025,2025,2145,29,波兰,波兰,圣马力诺,欧洲预选,2013/3/27 03:45:00,5-0,10,3,0,0.77,30(12),0(0),0.0,0,10,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,76,207
2026,2026,2026,2146,29,波兰,波兰,乌克兰,欧洲预选,2013/3/23 03:45:00,1-3,16,1,0,0.58,18(7),0(0),0.0,0,8,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,76,18
2027,2027,2027,2147,29,波兰,爱尔兰,波兰,球会友谊,2013/2/7 03:45:00,2-0,13,3,1,0.42,10(5),0(0),0.0,0,8,2018/3/9 11:28:06,2018/3/9 11:28:06,2013,67,76
2028,2028,2028,2148,29,波兰,波兰,乌拉圭,球会友谊,2012/11/15 03:45:00,1-3,15,3,0,0.59,18(9),0(0),0.0,0,5,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,16
2029,2029,2029,2149,29,波兰,波兰,英格兰,欧洲预选,2012/10/17 23:00:00,1-1,9,2,2,0.46,13(7),0(0),0.0,0,7,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,6
2030,2030,2030,2150,29,波兰,波兰,摩尔多瓦,欧洲预选,2012/9/12 02:45:00,2-0,6,1,2,0.57,11(5),0(0),0.0,0,7,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,128
2031,2031,2031,2151,29,波兰,黑山,波兰,欧洲预选,2012/9/8 02:30:00,2-2,14,1,1,0.5,11(3),0(0),0.0,0,2,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,31,55
2032,2032,2032,2152,29,波兰,波兰,捷克,欧洲杯,2012/6/17 02:45:00,0-1,21,5,0,0.42,15(6),0(0),0.0,0,6,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,29
2033,2033,2033,2153,29,波兰,波兰,俄罗斯,欧洲杯,2012/6/13 02:45:00,1-1,12,2,1,0.43,15(6),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,9
2034,2034,2034,2154,29,波兰,波兰,希腊,欧洲杯,2012/6/8 23:59:00,1-1,23,0,1,0.54,17(3),0(0),0.0,0,4,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,11
2035,2035,2035,2155,29,波兰,波兰,葡萄牙,球会友谊,2012/3/1 03:45:00,0-0,11,0,1,0.36,12(5),0(0),0.0,0,5,2018/3/9 11:28:06,2018/3/9 11:28:06,2012,55,7
2036,2036,2036,2156,30,哥伦比亚,中国,哥伦比亚,国际友谊,2017/11/14 19:35:00,0-4,11,0,0,0.58,9(5),0(0),0.0,0,6,2018/3/9 11:28:46,2018/3/9 11:28:46,2017,71,13
